epoch,loss,accuracy
1,5.230711460113525,0.06363636255264282
2,5.066888809204102,0.06969697028398514
3,4.946288108825684,0.06363636255264282
4,4.903955936431885,0.06666667014360428
5,4.857682228088379,0.06363636255264282
6,4.878575325012207,0.07575757801532745
7,4.853427410125732,0.06363636255264282
8,4.86350154876709,0.07575757801532745
9,4.862552642822266,0.072727270424366
10,4.848168849945068,0.06363636255264282
11,4.854401588439941,0.06666667014360428
12,4.823376655578613,0.06363636255264282
13,4.786858081817627,0.057575758546590805
14,4.739537239074707,0.06666667014360428
15,4.674758434295654,0.06969697028398514
16,4.632580280303955,0.06060606241226196
17,4.523627758026123,0.0939393937587738
18,4.463095664978027,0.07878787815570831
19,4.357770919799805,0.08787878602743149
20,4.238025188446045,0.07878787815570831
21,4.180318355560303,0.10000000149011612
22,4.045051097869873,0.09090909361839294
23,3.9317660331726074,0.10606060922145844
24,3.800891399383545,0.1303030252456665
25,3.635510206222534,0.1303030252456665
26,3.5550994873046875,0.12121212482452393
27,3.455932140350342,0.1303030252456665
28,3.3602468967437744,0.12727272510528564
29,3.239668130874634,0.13939394056797028
30,3.1164169311523438,0.17272727191448212
31,3.001329183578491,0.15454545617103577
32,2.954996347427368,0.1666666716337204
33,2.864696979522705,0.17575757205486298
34,2.8003997802734375,0.19696970283985138
35,2.716478109359741,0.20606060326099396
36,2.63663649559021,0.20909090340137482
37,2.539669990539551,0.23333333432674408
38,2.497971534729004,0.2393939346075058
39,2.45050048828125,0.24242424964904785
40,2.4331722259521484,0.22121211886405945
41,2.334120512008667,0.2666666805744171
42,2.3039770126342773,0.25151515007019043
43,2.2623860836029053,0.2666666805744171
44,2.2103993892669678,0.29393938183784485
45,2.187260150909424,0.24848484992980957
46,2.1318211555480957,0.28787878155708313
47,2.0849990844726562,0.3484848439693451
48,2.0394890308380127,0.30909091234207153
49,2.0582480430603027,0.2969697117805481
50,1.9756001234054565,0.3121212124824524
51,1.940723180770874,0.35151514410972595
52,1.9364187717437744,0.31515151262283325
53,1.8699421882629395,0.3787878751754761
54,1.8873813152313232,0.33030304312705994
55,1.8402650356292725,0.40303030610084534
56,1.8113662004470825,0.3696969747543335
57,1.7890387773513794,0.3545454442501068
58,1.7315549850463867,0.43030303716659546
59,1.7244688272476196,0.37272727489471436
60,1.6492979526519775,0.46666666865348816
61,1.6867738962173462,0.4121212065219879
62,1.7074686288833618,0.4000000059604645
63,1.6278170347213745,0.4636363685131073
64,1.5827230215072632,0.4575757682323456
65,1.5685476064682007,0.4363636374473572
66,1.5142452716827393,0.5060606002807617
67,1.5473719835281372,0.4787878692150116
68,1.5198317766189575,0.4787878692150116
69,1.4969151020050049,0.4939393997192383
70,1.4937117099761963,0.5242424011230469
71,1.4643419981002808,0.5151515007019043
72,1.4269745349884033,0.5272727012634277
73,1.4128329753875732,0.5303030014038086
74,1.3761203289031982,0.5151515007019043
75,1.3636153936386108,0.5484848618507385
76,1.3784254789352417,0.5242424011230469
77,1.323337435722351,0.5666666626930237
78,1.2908285856246948,0.560606062412262
79,1.2760676145553589,0.6000000238418579
80,1.247050404548645,0.6181818246841431
81,1.2896784543991089,0.5939394235610962
82,1.2260609865188599,0.581818163394928
83,1.214857578277588,0.6303030252456665
84,1.1292004585266113,0.7030302882194519
85,1.1462371349334717,0.678787887096405
86,1.1245675086975098,0.6696969866752625
87,1.1339225769042969,0.6636363863945007
88,1.0824161767959595,0.678787887096405
89,1.0938297510147095,0.699999988079071
90,1.0478582382202148,0.7545454502105713
91,1.0653523206710815,0.6727272868156433
92,1.0268360376358032,0.7060605883598328
93,0.9798687696456909,0.7545454502105713
94,1.009521722793579,0.7242424488067627
95,0.9927963018417358,0.7272727489471436
96,1.001816749572754,0.6818181872367859
97,0.9664809703826904,0.7242424488067627
98,0.9087405800819397,0.7939394116401672
99,0.9329924583435059,0.7666666507720947
100,0.9141548871994019,0.7727272510528564
